year,make,Model,baseModel,cityE,combE,highwayE,drive,id,range,rangeCity,rangeHwy,UCity,UHighway,evMotor,trany,kWhpmCity,kWhpmComb,kWhpmHighway,co2pm
2019,Volkswagen,e-Golf,Golf/GTI,26.82,28.42,30.37,Front-Wheel Drive,40769,125,130.64,117.86,177,156.3,100 kW AC PMSM,Automatic (A1),0.2682,0.2842,0.3037,92.0808
2024,Hyundai,Kona Electric Standard Range,Kona,25.67,28.53,32.04,Front-Wheel Drive,47831,200,220,176,187.6,150.3,99 kW PMSM,Automatic (A1),0.2567,0.2853,0.3204,92.4372
2025,Hyundai,Kona Electric Standard Range,Kona,25.67,28.53,32.04,Front-Wheel Drive,48359,200,220,176,187.6,150.3,99 kW PMSM (IPM),Automatic (A1),0.2567,0.2853,0.3204,92.4372
2026,BMW,i4 eDrive40 Gran Coupe (18 inch wheels),i4,27.82,28.53,29.4,Rear-Wheel Drive,50188,333,341,323,173.1,163.8,250 kW EESM,Automatic (A1),0.2782,0.2853,0.294,92.4372
2024,Lucid,Air Touring AWD with 21inch wheels,Air,27.93,28.62,29.48,All-Wheel Drive,47841,365,374,354,163.6,155,178 and 433 kW ACPM,Automatic (A1),0.2793,0.2862,0.2948,92.7288
2018,BMW,i3 (94Ah),i3,26.11,28.64,31.72,Rear-Wheel Drive,39854,114,123.8,101.9,184.4,151.8,125 kW AC Induction,Automatic (A1),0.2611,0.2864,0.3172,92.7936
2024,Tesla,Model Y Long Range AWD-I,Model Y,27.35,28.64,30.21,All-Wheel Drive,48474,308,322,291,173.4,157,200 kW ACPM 3-Phase,Automatic (A1),0.2735,0.2864,0.3021,92.7936
2020,Chevrolet,Bolt EV,Bolt EV,26.5,28.66,31.31,Front-Wheel Drive,42191,259,277.7,235.1,181.7,153.8,150 kW ACPM,Automatic (variable gear ratios),0.265,0.2866,0.3131,92.8584
2021,Chevrolet,Bolt EV,Bolt EV,26.5,28.66,31.31,Front-Wheel Drive,43663,259,277.7,235.1,181.7,153.8,150 kW ACPM,Automatic (variable gear ratios),0.265,0.2866,0.3131,92.8584
2024,Tesla,Model Y Long Range AWD,Model Y,27.62,28.7,30.01,All-Wheel Drive,47913,310,322,296,165.7,152.5,91 and 200 kW AC Induction,Automatic (A1),0.2762,0.287,0.3001,92.988
2025,Tesla,Model Y Long Range AWD,Model Y,27.48,28.79,30.4,All-Wheel Drive,48770,311,325,294,175.2,158.4,91 and 183 kW ACPM 3-Phase,Automatic (A1),0.2748,0.2879,0.304,93.2796
2020,Tesla,Model S Long Range Plus,Model S,27.83,28.9,30.2,All-Wheel Drive,42755,402,416.2,383.8,163,150.3,193 and 375 kW AC 3-Phase,Automatic (A1),0.2783,0.289,0.302,93.636
2026,Subaru,Solterra 20 AWD,Solterra,26.43,28.92,31.97,All-Wheel Drive,49981,278,302,249,182.2,150.6,87 and 167  kW AC Synchronous,Automatic (A1),0.2643,0.2892,0.3197,93.7008
2026,Toyota,bZ AWD LIMITED,bZ,26.43,28.92,31.97,All-Wheel Drive,49986,278,302,249,182.2,150.6,87 and 167  kW AC Synchronous,Automatic (A1),0.2643,0.2892,0.3197,93.7008
2025,Lucid,Air Touring AWD with 21 inch wheels,Air,28.24,28.94,29.8,All-Wheel Drive,48379,361,370,350,163.6,155,178 and 433 kW ACPM,Automatic (A1),0.2824,0.2894,0.298,93.7656
2018,Tesla,Model 3 Long Range  AWD,Model 3,27.98,28.95,30.13,All-Wheel Drive,40385,310,320.2,297.2,171.3,159.1,147 and 188 kW AC 3-Phase,Automatic (A1),0.2798,0.2895,0.3013,93.798
2018,Tesla,Model 3 Long Range  AWD Performance,Model 3,27.98,28.95,30.13,All-Wheel Drive,40386,310,320.2,297.2,171.3,159.1,147 and 202 kW AC 3-Phase,Automatic (A1),0.2798,0.2895,0.3013,93.798
2019,Tesla,Model 3 Long Range AWD,Model 3,27.98,28.95,30.13,All-Wheel Drive,41190,310,320.2,297.2,171.3,159.1,147 and 188 kW AC 3-Phase,Automatic (A1),0.2798,0.2895,0.3013,93.798
2019,Tesla,Model 3 Long Range AWD Performance,Model 3,27.98,28.95,30.13,All-Wheel Drive,41191,310,320.2,297.2,171.3,159.1,147 and 211 kW AC 3-Phase,Automatic (A1),0.2798,0.2895,0.3013,93.798
2013,Honda,Fit EV,Fit,26,29,32,Front-Wheel Drive,33265,82,89.81,73.56,188.41,149.71,92 kW DCPM,Automatic (A1),0.26,0.29,0.32,93.96
2013,Fiat,500e,500e,28,29,31,Front-Wheel Drive,33396,87,91.84,81.48,174.86,154.46,82 kW ACIPM,Automatic (A1),0.28,0.29,0.31,93.96
2013,Nissan,Leaf,Leaf,26,29,33,Front-Wheel Drive,33558,75,82,65.6,184.17,146.36,80 kW DCPM,Automatic (A1),0.26,0.29,0.33,93.96
2014,Honda,Fit EV,Fit,26,29,32,Front-Wheel Drive,33905,82,89.81,73.56,188.41,149.71,92 kW DCPM,Automatic (A1),0.26,0.29,0.32,93.96
2014,Fiat,500e,500e,28,29,31,Front-Wheel Drive,34392,87,91.84,81.48,174.86,154.46,82 kW ACIPM,Automatic (A1),0.28,0.29,0.31,93.96
2017,BMW,i3 BEV (94 Amp-hour battery),i3,26,29,32,Rear-Wheel Drive,38001,114,123.8,101.9,184.4,151.8,125 kW AC Induction,Automatic (A1),0.26,0.29,0.32,93.96
2022,Kia,EV6 RWD (Long Range),EV6,25,29,33,Rear-Wheel Drive,44926,310,349.2,262.1,197.4,148.2,168 kW PMSM,Automatic (A1),0.25,0.29,0.33,93.96
2022,Kia,EV6 RWD (Standard Range),EV6,25,29,34,Rear-Wheel Drive,44927,232,263,194.1,197.2,145.6,125 kW PMSM,Automatic (A1),0.25,0.29,0.34,93.96
2023,Hyundai,Ioniq 6 Long range RWD (20 inch Wheels),Ioniq 6,26,29,32,Rear-Wheel Drive,46623,305,0,0,178.6,145,168 kW PMSM,Automatic (A1),0.26,0.29,0.32,93.96
2024,Hyundai,Ioniq 6 Long range RWD (20 inch Wheels),Ioniq 6,26,29,32,Rear-Wheel Drive,46958,305,333,270,178.6,145,168 kW PMSM,Automatic (A1),0.26,0.29,0.32,93.96
2024,Kia,EV6 Long Range RWD,EV6,25,29,33,Rear-Wheel Drive,46965,310,349,262,197.4,148.2,186 kW PMSM,Automatic (A1),0.25,0.29,0.33,93.96
2024,Kia,EV6 Standard Range RWD,EV6,25,29,34,Rear-Wheel Drive,46966,232,263,194,197.2,145.6,125 kW PMSM,Automatic (A1),0.25,0.29,0.34,93.96
2024,Kia,Niro Electric,Niro,27,29,33,Front-Wheel Drive,46967,253,278,223,183,146.6,150 kW PMSM,Automatic (A1),0.27,0.29,0.33,93.96
2025,Hyundai,Ioniq 5 Standard range,Ioniq 5,26,29,34,Rear-Wheel Drive,48714,245,274,210,193.2,146.9,125 kW PMSM,Automatic (A1),0.26,0.29,0.34,93.96
2026,Hyundai,Ioniq 5 Standard range,Ioniq 5,26,29,34,Rear-Wheel Drive,49961,245,274,210,193.2,146.9,125 kW PMSM,Automatic (A1),0.26,0.29,0.34,93.96
2026,Mercedes-Benz,CLA350 4matic with EQ Tech,CLA-Class,28,29,28.54,All-Wheel Drive,50032,312,315,309,176,168.7,81 and 210 kW ACPM 3-Phase,Automatic (A2),0.28,0.29,0.2854,93.96
2024,Hyundai,Kona Electric Long Range,Kona,26.17,29.08,32.64,Front-Wheel Drive,47449,261,287,230,184,147.5,150 kW PMSM,Automatic (A1),0.2617,0.2908,0.3264,94.2192
2025,Hyundai,Kona Electric (17 inch Wheels),Kona,26.17,29.08,32.64,Front-Wheel Drive,48357,261,287,230,184,147.5,150 kW PMSM (IPM),Automatic (A1),0.2617,0.2908,0.3264,94.2192
2020,Tesla,Model 3 Long Range Performance AWD (19in),Model 3,28.36,29.13,30.07,All-Wheel Drive,42280,304,312.1,294.4,163.1,153.8,147 and 211 kW AC 3-Phase,Automatic (A1),0.2836,0.2913,0.3007,94.3812
2022,Tesla,Model S Plaid (19 inch wheels),Model S,28.34,29.15,30.15,All-Wheel Drive,45015,396,407.5,383,154.5,145.2,"250, 250 and 250 kW AC 3-Phase",Automatic (A1),0.2834,0.2915,0.3015,94.446
2015,Fiat,500e,500e,27.54,29.17,31.17,Front-Wheel Drive,35206,87,91.84,81.48,174.86,154.46,82 kW AC Induction,Automatic (A1),0.2754,0.2917,0.3117,94.5108
2015,Volkswagen,e-Golf,Golf/GTI,26.84,29.17,32.01,Front-Wheel Drive,35849,83,88.9,75.2,179.4,150.4,85 kW AC PMSM,Automatic (A1),0.2684,0.2917,0.3201,94.5108
2020,Kia,Soul Electric,Soul,25.98,29.17,33.07,Front-Wheel Drive,43412,243,268.68,211.09,185.3,145.6,201 kW AC PMSM,Automatic (A1),0.2598,0.2917,0.3307,94.5108
2022,Lucid,Air Dream P AWD w/19 inch wheels,Air,28.93,29.17,29.46,All-Wheel Drive,44491,471,474.8,466.2,155.38,152.57,370 and 459kW ACPM,Automatic (A1),0.2893,0.2917,0.2946,94.5108
2022,Lucid,Air Dream R AWD w/21 inch wheels,Air,29.36,29.17,28.93,All-Wheel Drive,44494,481,478.2,485.3,153.11,155.39,198 and 498kW ACPM,Automatic (A1),0.2936,0.2917,0.2893,94.5108
2025,BMW,i4 eDrive35 Gran Coupe (18 inch Wheels),i4,28.83,29.17,29.58,Rear-Wheel Drive,48308,266,269,262,167,162.8,250 kW EESM,Automatic (A1),0.2883,0.2917,0.2958,94.5108
2025,Volvo,EX30 Single Motor extended range (19/20 Inch Wheels),EX30,26.59,29.17,32.32,Rear-Wheel Drive,48450,261,284,233,181.1,149,185 kW PMSM,Automatic (A1),0.2659,0.2917,0.3232,94.5108
2026,Volvo,EX30 Single motor extended range,EX30,26.59,29.17,32.32,Rear-Wheel Drive,49989,261,284,233,181.1,149,200 kW PMSM,Automatic (A1),0.2659,0.2917,0.3232,94.5108
2016,Volkswagen,e-Golf,Golf/GTI,26.85,29.18,32.01,Front-Wheel Drive,36834,83,88.9,75.2,179.3,150.4,85 kW AC PMSM,Automatic (A1),0.2685,0.2918,0.3201,94.5432
2024,Fiat,500e,500e,26.56,29.18,32.38,Front-Wheel Drive,47816,149,162,133,181.3,148.7,87 kW DCPM,Automatic (A1),0.2656,0.2918,0.3238,94.5432
2025,Fiat,500e,500e,26.56,29.18,32.38,Front-Wheel Drive,48703,149,162,133,181.3,148.7,87 kW DCPM,Automatic (A1),0.2656,0.2918,0.3238,94.5432
2026,Fiat,500e,500e,26.56,29.18,32.38,Front-Wheel Drive,50198,149,162,133,181.3,148.7,87 kW DCPM,Automatic (A1),0.2656,0.2918,0.3238,94.5432
2024,Polestar,2 Single Motor (19 Inch Wheels),2,27.09,29.22,31.84,Rear-Wheel Drive,46978,320,343,292,172.2,146.5,220 kW ACPM,Automatic (A1),0.2709,0.2922,0.3184,94.6728
2025,Kia,EV6 Standard Range RWD,EV6,26.35,29.22,32.73,Rear-Wheel Drive,49098,237,260,209,182.7,147.1,125 kW PMSM,Automatic (A1),0.2635,0.2922,0.3273,94.6728
2026,Kia,EV6 Standard Range RWD,EV6,26.35,29.22,32.73,Rear-Wheel Drive,50215,237,260,209,182.7,147.1,125  kW PMSM,Automatic (A1),0.2635,0.2922,0.3273,94.6728
2023,Kia,Niro Electric,Niro,26.31,29.25,32.84,Front-Wheel Drive,46008,253,0,0,183,146.6,TBD,Automatic (A1),0.2631,0.2925,0.3284,94.77
2022,Chevrolet,Bolt EUV,Bolt EUV,27.02,29.4,32.32,Front-Wheel Drive,43954,247,266.6,222.9,178.2,149,150 kW ACPM,Automatic (variable gear ratios),0.2702,0.294,0.3232,95.256
2023,Chevrolet,Bolt EUV,Bolt EUV,27.02,29.4,32.32,Front-Wheel Drive,45750,247,0,0,178.2,149,150 kW ACPM,Automatic (A1),0.2702,0.294,0.3232,95.256
2025,Audi,Q4 45 e-tron,Q4 e-tron,27.02,29.4,32.32,Rear-Wheel Drive,48296,288,311,260,178.2,149,210 kW PMSM 3-Phase,Automatic (A1),0.2702,0.294,0.3232,95.256
2026,Audi,Q4 45 e-tron,Q4 e-tron,27.02,29.4,32.32,Rear-Wheel Drive,49612,288,311,260,178.2,149,170 kW Asynchron 3-Phase,Automatic (A1),0.2702,0.294,0.3232,95.256
2018,Honda,Clarity EV,Clarity,26.81,29.54,32.87,Front-Wheel Drive,40044,89,96.7,78.9,179.6,146.5,120 kW AC PMSM,Automatic (A1),0.2681,0.2954,0.3287,95.7096
2019,Honda,Clarity EV,Clarity,26.81,29.54,32.87,Front-Wheel Drive,41185,89,96.7,78.9,179.6,146.5,120 kW AC PMSM,Automatic (A1),0.2681,0.2954,0.3287,95.7096
2021,Kandi,K27,K27,26.57,29.54,33.16,Front-Wheel Drive,43640,59,64.3,51.6,181.2,145.2,20 kW AC Induction,Automatic (A1),0.2657,0.2954,0.3316,95.7096
2025,Kia,EV6 Long Range RWD,EV6,26.43,29.58,33.44,Rear-Wheel Drive,49097,319,352,278,182.2,144,168 kW PMSM,Automatic (A1),0.2643,0.2958,0.3344,95.8392
2026,Kia,EV6 Long Range RWD,EV6,26.43,29.58,33.44,Rear-Wheel Drive,50214,319,352,278,182.2,144,168  kW PMSM,Automatic (A1),0.2643,0.2958,0.3344,95.8392
2026,Tesla,Model 3 Performance,Model 3,28.08,29.59,31.43,All-Wheel Drive,50036,309,325,290,171.5,153.2,88 and 208 kW AC Induction,Automatic (A1),0.2808,0.2959,0.3143,95.8716
2015,Nissan,Leaf,Leaf,26.65,29.62,33.26,Front-Wheel Drive,34918,84,92,74,180.66,144.8,80 kW DCPM,Automatic (A1),0.2665,0.2962,0.3326,95.9688
2025,Polestar,2 Single Motor (19 Inch Wheels),2,27.42,29.64,32.36,Rear-Wheel Drive,48405,314,337,286,175.6,148.8,185 and 220 kW PMSM,Automatic (A1),0.2742,0.2964,0.3236,96.0336
2016,Nissan,Leaf (24 kW-hr battery pack),Leaf,26.66,29.65,33.3,Front-Wheel Drive,37066,84,92,74,180.58,144.62,80 kW DCPM,Automatic (A1),0.2666,0.2965,0.333,96.066
2025,Volvo,EX30 Single Motor extended range (18 Inch Wheels),EX30,27.14,29.68,32.78,Rear-Wheel Drive,48449,257,279,231,177.4,146.9,185 kW PMSM,Automatic (A1),0.2714,0.2968,0.3278,96.1632
2025,Hyundai,Ioniq 6 RWD (20 inch Wheels),Ioniq 6,26.96,29.77,34,Rear-Wheel Drive,48363,291,321,254,178.6,145,168 kW PMSM,Automatic (A1),0.2696,0.2977,0.34,96.4548
2024,Volkswagen,ID.4 Pro,ID.4,27.51,29.78,32.56,Rear-Wheel Drive,47484,291,313,264,175,147.9,209 kW AC 3-Phase,Automatic (A1),0.2751,0.2978,0.3256,96.4872
2024,Volkswagen,ID.4 Pro S,ID.4,27.51,29.78,32.56,Rear-Wheel Drive,47923,291,313,264,175,147.9,210 kW AC 3-Phase,Automatic (A1),0.2751,0.2978,0.3256,96.4872
2025,Volkswagen,ID.4 Pro,ID.4,27.51,29.78,32.56,Rear-Wheel Drive,49156,291,313,264,175,147.9,210 kW ACPM 3-Phase,Automatic (A1),0.2751,0.2978,0.3256,96.4872
2025,Volkswagen,ID.4 Pro S,ID.4,27.51,29.78,32.56,Rear-Wheel Drive,49157,291,313,264,175,147.9,210 kW ACPM 3-Phase,Automatic (A1),0.2751,0.2978,0.3256,96.4872
2026,Volkswagen,ID.4,ID.4,27.51,29.78,32.56,Rear-Wheel Drive,49987,291,313,264,175,147.9,210 kW ACPM 3-Phase,Automatic (A1),0.2751,0.2978,0.3256,96.4872
2019,BMW,i3,i3,27.1,29.79,33.09,Rear-Wheel Drive,41054,153,166.5,136.4,177.7,145.5,125 kW AC Induction,Automatic (A1),0.271,0.2979,0.3309,96.5196
2019,BMW,i3s,i3,27.1,29.79,33.09,Rear-Wheel Drive,41055,153,166.5,136.4,177.7,145.5,135 kW AC Induction,Automatic (A1),0.271,0.2979,0.3309,96.5196
2020,BMW,i3,i3,27.1,29.79,33.09,Rear-Wheel Drive,42512,153,166.5,136.4,177.7,145.5,125 kW AC Induction,Automatic (A1),0.271,0.2979,0.3309,96.5196
2020,BMW,i3s,i3,27.1,29.79,33.09,Rear-Wheel Drive,42513,153,166.5,136.4,177.7,145.5,135 kW AC Induction,Automatic (A1),0.271,0.2979,0.3309,96.5196
2021,BMW,i3s,i3,27.1,29.79,33.09,Rear-Wheel Drive,43662,153,166.5,136.4,177.7,145.5,135 kW AC Induction,Automatic (A1),0.271,0.2979,0.3309,96.5196
2021,BMW,i3,i3,27.1,29.79,33.09,Rear-Wheel Drive,43819,153,166.5,136.4,177.7,145.5,125 kW AC Induction,Automatic (A1),0.271,0.2979,0.3309,96.5196
2024,Lucid,Air G Touring XR AWD with 21 inch wheels,Air,29.25,29.79,30.46,All-Wheel Drive,47838,450,458,440,156.2,150,178 and 433 kW ACPM,Automatic (A1),0.2925,0.2979,0.3046,96.5196
2023,BMW,i4 eDrive35 Gran Coupe (18 inch Wheels),i4,29.31,29.83,30.47,Rear-Wheel Drive,46616,256,0,0,164.3,158,250 kW EESM,Automatic (A1),0.2931,0.2983,0.3047,96.6492
2020,Tesla,Model 3 Long Range Performance AWD (20in),Model 3,28.57,29.88,31.48,All-Wheel Drive,42281,299,312.11,283.33,162.7,147.7,147 and 211 kW AC 3-Phase,Automatic (A1),0.2857,0.2988,0.3148,96.8112
2021,Tesla,Model 3 Performance AWD,Model 3,28.68,29.96,31.52,All-Wheel Drive,43402,315,328.7,299,157.3,143.1,131 and 190 kW AC 3-Phase,Automatic (A1),0.2868,0.2996,0.3152,97.0704
2022,Tesla,Model 3 Performance AWD,Model 3,28.68,29.96,31.52,All-Wheel Drive,45012,315,328.7,299,157.3,143.1,131 and 190 kW AC 3-Phase,Automatic (A1),0.2868,0.2996,0.3152,97.0704
2023,Tesla,Model 3 Performance AWD,Model 3,28.68,29.96,31.52,All-Wheel Drive,46205,315,328.7,299,157.3,143.1,131 and 190 kW AC 3-Phase,Automatic (A1),0.2868,0.2996,0.3152,97.0704
2018,BMW,i3s (94Ah),i3,26.75,29.97,33.91,Rear-Wheel Drive,39855,107,118.21,93.34,180,142,125 kW AC Induction,Automatic (A1),0.2675,0.2997,0.3391,97.1028
2016,Nissan,Leaf (30 kW-hr battery pack),Leaf,27.28,29.98,33.28,Front-Wheel Drive,37067,107,116,95,176.5,144.7,80 kW DCPM,Automatic (A1),0.2728,0.2998,0.3328,97.1352
2016,Fiat,500e,500e,27.85,29.98,32.58,Front-Wheel Drive,37156,84,90.02,76.65,172.9,147.8,82 kW AC Induction,Automatic (A1),0.2785,0.2998,0.3258,97.1352
2017,Fiat,500e,500e,27.85,29.98,32.58,Front-Wheel Drive,37798,84,90.02,76.65,172.9,147.8,82 kW AC Induction,Automatic (A1),0.2785,0.2998,0.3258,97.1352
2018,Fiat,500e,500e,27.85,29.98,32.58,Front-Wheel Drive,39959,84,90,76.6,172.9,147.8,82 kW AC Induction,Automatic (A1),0.2785,0.2998,0.3258,97.1352
2019,Fiat,500e,500e,27.85,29.98,32.58,Front-Wheel Drive,41143,84,90,76.6,172.9,147.8,82 kW AC Induction,Automatic (A1),0.2785,0.2998,0.3258,97.1352
2017,Nissan,Leaf,Leaf,27.28,29.99,33.3,Front-Wheel Drive,38428,107,116,95,176.5,144.6,80 kW DCPM,Automatic (A1),0.2728,0.2999,0.333,97.1676
2012,Mitsubishi,i-MiEV,i-MiEV,27,30,34,Rear-Wheel Drive,31673,62,68.55,54.82,180.5,141,49 kW DCPM,Automatic (A1),0.27,0.3,0.34,97.2
2013,Mitsubishi,i-MiEV,i-MiEV,27,30,34,Rear-Wheel Drive,33358,62,68.55,54.82,180.53,140.99,49 kW DCPM,Automatic (A1),0.27,0.3,0.34,97.2
2014,Nissan,Leaf,Leaf,27,30,33,Front-Wheel Drive,34699,84,92,74,180.66,144.81,80 kW DCPM,Automatic (A1),0.27,0.3,0.33,97.2
2014,Mitsubishi,i-MiEV,i-MiEV,27,30,34,Rear-Wheel Drive,34901,62,68.55,54.82,180.53,140.99,49 kW DCPM,Automatic (A1),0.27,0.3,0.34,97.2
2016,Mitsubishi,i-MiEV,i-MiEV,27,30,34,Rear-Wheel Drive,36023,62,68.55,54.82,180.53,140.99,49 kW DCPM,Automatic (A1),0.27,0.3,0.34,97.2
2017,Mitsubishi,i-MiEV,i-MiEV,28,30,33,Rear-Wheel Drive,37293,59,63.9,54,172.54,146.13,49 kW DCPM,Automatic (A1),0.28,0.3,0.33,97.2
2017,Honda,Clarity EV,Clarity,27,30,33,Front-Wheel Drive,39191,89,96.7,78.9,179.6,146.5,120 kW AC PMSM,Automatic (A1),0.27,0.3,0.33,97.2
2018,Nissan,Leaf,Leaf,26.96,30,33.72,Front-Wheel Drive,39860,151,166,132.8,178.6,142.8,110 kW DCPM,Automatic (A1),0.2696,0.3,0.3372,97.2
2022,Hyundai,Ioniq 5 RWD (Long Range),Ioniq 5,25.16,30,34.08,Rear-Wheel Drive,44923,303,343.5,253.5,191.4,141.3,168 kW PMSM,Automatic (A1),0.2516,0.3,0.3408,97.2
2023,Toyota,bZ4X LIMITED,bZ4X,27,30,33,Front-Wheel Drive,45757,242,0,0,186.6,153.4,150 kW AC Synchronous,Automatic (A1),0.27,0.3,0.33,97.2
2024,Hyundai,Ioniq 5 Long range RWD,Ioniq 5,25,30,35,Rear-Wheel Drive,46960,303,343,254,191.4,141.3,168 kW PMSM,Automatic (A1),0.25,0.3,0.35,97.2
2024,Polestar,2 Single Motor (20 Inch Wheels),2,28,30,33,Rear-Wheel Drive,46979,307,329,280,172.2,146.5,135 kW AC Induction,Automatic (A1),0.28,0.3,0.33,97.2
2024,Genesis,GV60 Standard,GV60,27,30,34,Rear-Wheel Drive,47448,294,324,257,187.1,147.9,168 kW PMSM,Automatic (A1),0.27,0.3,0.34,97.2
2025,Genesis,GV60 RWD,GV60,27,30,34,Rear-Wheel Drive,48352,294,324,257,187.1,147.9,168 kW PMSM (IPM),Automatic (A1),0.27,0.3,0.34,97.2
2025,Kia,Niro Electric,Niro,27,30,32.84,Front-Wheel Drive,48370,253,275,226,183,146.6,150 kW PMSM (IPM),Automatic (A1),0.27,0.3,0.3284,97.2
2025,Hyundai,Ioniq 5 RWD,Ioniq 5,26,30,34,Rear-Wheel Drive,48713,318,356,272,189,145.7,168 kW PMSM,Automatic (A1),0.26,0.3,0.34,97.2
2026,Kia,Niro Electric,Niro,27,30,32.84,Front-Wheel Drive,49664,253,275,226,183,146.6,150 kW PMSM (IPM),Automatic (A1),0.27,0.3,0.3284,97.2
2026,Hyundai,Ioniq 5 RWD,Ioniq 5,26,30,34,Rear-Wheel Drive,49960,318,356,272,189,145.7,168 kW PMSM,Automatic (A1),0.26,0.3,0.34,97.2
2026,Nissan,LEAF 75kWh (18 inch alloy Wheels),LEAF,28,30,31.85,Front-Wheel Drive,49974,288,305,268,176.2,151.2,160 kW AC 3-phase,Automatic (A1),0.28,0.3,0.3185,97.2
2019,Kia,Niro Electric,Niro,27.39,30.01,33.21,Front-Wheel Drive,41060,239,259,213.6,175.8,145,150 kW IPMSM,Automatic (A1),0.2739,0.3001,0.3321,97.2324
2020,Kia,Niro Electric,Niro,27.39,30.01,33.21,Front-Wheel Drive,42514,239,259,213.6,175.8,145,150 kW IPMSM,Automatic (A1),0.2739,0.3001,0.3321,97.2324
2021,Kia,Niro Electric,Niro,27.39,30.01,33.21,Front-Wheel Drive,43820,239,259,213.6,175.8,145,150 kW AC PMSM,Automatic (A1),0.2739,0.3001,0.3321,97.2324
2022,Kia,Niro Electric,Niro,27.39,30.01,33.21,Front-Wheel Drive,44445,239,259,213.6,175.8,145,150 kW AC PMSM,Automatic (A1),0.2739,0.3001,0.3321,97.2324
2024,Tesla,Model 3 Performance AWD,Model 3,28.88,30.1,31.59,All-Wheel Drive,48796,303,315,288,157.3,143.8,85 and 192 kW ACPM 3-Phase,Automatic (A1),0.2888,0.301,0.3159,97.524
2025,Lucid,Air G Touring XR AWD with 21 inch wheels,Air,29.58,30.13,30.8,All-Wheel Drive,48373,446,454,436,156.2,150,178 and 433 kW ACPM,Automatic (A1),0.2958,0.3013,0.308,97.6212
2026,Lucid,Air G Touring XR AWD with 21 inch wheels,Air,29.58,30.13,30.8,All-Wheel Drive,49968,446,454,436,156.2,150,178 and 433 kW ACPM,Automatic (A1),0.2958,0.3013,0.308,97.6212
2024,Toyota,bZ4X Limited,bZ4X,27.83,30.14,32.96,Front-Wheel Drive,47919,236,254,214,173,146.1,150 kW AC Synchronous,Automatic (A1),0.2783,0.3014,0.3296,97.6536
2025,Toyota,bZ4X LIMITED,bZ4X,27.83,30.14,32.96,Front-Wheel Drive,48997,236,254,214,173,146.1,80 kW AC Synchronous,Automatic (A1),0.2783,0.3014,0.3296,97.6536
2025,BMW,i4 eDrive40 Gran Coupe (18 inch wheels),i4,29.93,30.16,30.44,Rear-Wheel Drive,48310,318,320,315,160.9,158.2,250 kW EESM,Automatic (A1),0.2993,0.3016,0.3044,97.7184
2019,Nissan,Leaf (40 kW-hr battery pack),Leaf,27.16,30.18,33.88,Front-Wheel Drive,40812,150,165.2,132.4,177.32,142.12,110 kW DCPM,Automatic (A1),0.2716,0.3018,0.3388,97.7832
2026,Tesla,Model 3 Performance AWD,Model 3,28.88,30.25,31.91,All-Wheel Drive,50250,314,328,297,166.7,150.9,88 and 208  kW ACPM 3-Phase,Automatic (A1),0.2888,0.3025,0.3191,98.01
2019,Tesla,Model S Long Range,Model S,29.32,30.27,31.43,All-Wheel Drive,41417,370,381.5,355.9,153.7,143.4,193 and 205 kW AC 3-Phase,Automatic (A1),0.2932,0.3027,0.3143,98.0748
2020,Tesla,Model S Long Range,Model S,29.32,30.27,31.43,All-Wheel Drive,42282,373,384.33,358.56,153.7,143.4,193 and 205 kW AC 3-Phase,Automatic (A1),0.2932,0.3027,0.3143,98.0748
2026,Lucid,Gravity Touring w/20F21R wheels,Gravity,29.24,30.34,31.68,All-Wheel Drive,50221,337,349,322,161.2,148.8,399 kW ACPM,Automatic (A1),0.2924,0.3034,0.3168,98.3016
2020,Tesla,Model Y Performance AWD (21in Wheels),Model Y,29.18,30.35,31.79,All-Wheel Drive,42816,291,301.9,277.2,153.6,141,158 and 219 kW AC 3-Phase,Automatic (A1),0.2918,0.3035,0.3179,98.334
2020,Nissan,Leaf (40 kW-hr battery pack),Leaf,27.42,30.43,34.1,Front-Wheel Drive,42561,149,163.2,131.3,175.6,141.2,110 kW DCPM,Automatic (A1),0.2742,0.3043,0.341,98.5932
2021,Nissan,Leaf (40 kW-hr battery pack),Leaf,27.42,30.43,34.1,Front-Wheel Drive,43664,149,163.2,131.3,175.6,141.2,110 kW DCPM,Automatic (A1),0.2742,0.3043,0.341,98.5932
2022,Nissan,Leaf (40 kW-hr battery pack),Leaf,27.42,30.43,34.1,Front-Wheel Drive,44446,149,0,0,175.6,141.2,110 kW DCPM,Automatic (A1),0.2742,0.3043,0.341,98.5932
2023,Nissan,LEAF,LEAF,27.42,30.43,34.1,Front-Wheel Drive,46016,149,0,0,175.6,141.2,TBD,Automatic (A1),0.2742,0.3043,0.341,98.5932
2024,Nissan,LEAF,LEAF,27.42,30.43,34.1,Front-Wheel Drive,46973,149,163,131,175.6,141.2,110 kW DCPM,Automatic (A1),0.2742,0.3043,0.341,98.5932
2025,Nissan,LEAF,LEAF,27.42,30.43,34.1,Front-Wheel Drive,48400,149,163,131,175.6,141.2,110 kW DCPM,Automatic (A1),0.2742,0.3043,0.341,98.5932
2022,Lucid,Air Dream P AWD w/21 inch wheels,Air,30.6,30.47,30.31,All-Wheel Drive,44492,451,448.6,453.2,146.86,148.35,370 and 459kW ACPM,Automatic (A1),0.306,0.3047,0.3031,98.7228
